Safety Property Mostyn V11,"Old Verifier (tptp)
IV Base","Old Verifier (tptp)
IV Step","Old Verifier
(tptp)
Final IV 
Result","Old Verifier
(tptp)
run time in
seconds","Old Verifier
(tptp)
BMC 100
steps","New Verifier
IV Base","New Verifier
IV Step","New Verifier
IV","New Verifier
BMC 100
Steps","IC3 Result with 
SMTLib
(Does prop hold?)","Consistency
New Verifier IV
and IC3","Consistency
New Verifier BMC
and IC3","Consistency
New Verifier BMC
and New Verifier IV","IC3 Result
(safety & ladder 
tptp)
Does prop hold?","IC3 run time
(seconds)","Consistency
New Verifier IV
and tptp IC3","Consistency
Old Verifier IV
and tptp IC3","Consistency
Old Verifier BMC
and tptp IC3"
2_2_24_ProceedDuringEPR_group12,Theorem,CounterSatisfiable,no,18.7972059,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0682673,yes,yes,yes
2_2_24_ProceedDuringEPR_group13,Theorem,CounterSatisfiable,no,18.8048578,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0672078,yes,yes,yes
2_2_24_ProceedDuringEPR_group14,Theorem,Theorem,yes,18.8864929,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0671262,yes,yes,yes
2_2_24_ProceedDuringEPR_group15,Theorem,Theorem,yes,18.7366791,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0635211,yes,yes,yes
2_2_24_ProceedDuringEPR_group16,Theorem,CounterSatisfiable,no,18.8769625,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0649325,yes,yes,yes
2_2_24_ProceedDuringEPR_group17,Theorem,Theorem,yes,18.8164534,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0666485,yes,yes,yes
2_2_24_ProceedDuringEPR_group18,Theorem,CounterSatisfiable,no,18.8990008,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0685978,yes,yes,yes
2_2_24_ProceedDuringEPR_group19,Theorem,CounterSatisfiable,no,19.0413426,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0660306,yes,yes,yes
2_2_24_ProceedDuringEPR_group2,Theorem,CounterSatisfiable,no,18.7220172,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0653007,yes,yes,yes
2_2_24_ProceedDuringEPR_group20,Theorem,CounterSatisfiable,no,18.8575354,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0661886,yes,yes,yes
2_2_24_ProceedDuringEPR_group21,Theorem,CounterSatisfiable,no,18.6710282,CounterSatisfiable,"(error ""line 32741 column 306: unknown constant TPAP_dot_EPR_0"")sat","(error ""line 38710 column 306: unknown constant TPAP_dot_EPR_0"")(error ""line 38711 column 306: unknown constant TPAP_dot_EPR_1"")sat",no,"(error ""line 1507049 column 336: unknown constant TPAP_dot_EPR_0"")(error ""line 1507050 column 336: unknown constant TPAP_dot_EPR_1"")(error ""line 1507051 column 336: unknown constant TPAP_dot_EPR_2"")(error ""line 1507052 column 336: unknown constant TPAP_dot_EPR_3"")(error ""line 1507053 column 336: unknown constant TPAP_dot_EPR_4"")(error ""line 1507054 column 336: unknown constant TPAP_dot_EPR_5"")(error ""line 1507055 column 336: unknown constant TPAP_dot_EPR_6"")(error ""line 1507056 column 336: unknown constant TPAP_dot_EPR_7"")(error ""line 1507057 column 336: unknown constant TPAP_dot_EPR_8"")(error ""line 1507058 column 338: unknown constant TPAP_dot_EPR_9"")(error ""line 1507059 column 347: unknown constant TPAP_dot_EPR_10"")(error ""line 1507060 column 347: unknown constant TPAP_dot_EPR_11"")(error ""line 1507061 column 347: unknown constant TPAP_dot_EPR_12"")(error ""line 1507062 column 347: unknown constant TPAP_dot_EPR_13"")(error ""line 1507063 column 347: unknown constant TPAP_dot_EPR_14"")(error ""line 1507064 column 347: unknown constant TPAP_dot_EPR_15"")(error ""line 1507065 column 347: unknown constant TPAP_dot_EPR_16"")(error ""line 1507066 column 347: unknown constant TPAP_dot_EPR_17"")(error ""line 1507067 column 347: unknown constant TPAP_dot_EPR_18"")(error ""line 1507068 column 347: unknown constant TPAP_dot_EPR_19"")(error ""line 1507069 column 347: unknown constant TPAP_dot_EPR_20"")(error ""line 1507070 column 347: unknown constant TPAP_dot_EPR_21"")(error ""line 1507071 column 347: unknown constant TPAP_dot_EPR_22"")(error ""line 1507072 column 347: unknown constant TPAP_dot_EPR_23"")(error ""line 1507073 column 347: unknown constant TPAP_dot_EPR_24"")(error ""line 1507074 column 347: unknown constant TPAP_dot_EPR_25"")(error ""line 1507075 column 347: unknown constant TPAP_dot_EPR_26"")(error ""line 1507076 column 347: unknown constant TPAP_dot_EPR_27"")(error ""line 1507077 column 347: unknown constant TPAP_dot_EPR_28"")(error ""line 1507078 column 347: unknown constant TPAP_dot_EPR_29"")(error ""line 1507079 column 347: unknown constant TPAP_dot_EPR_30"")(error ""line 1507080 column 347: unknown constant TPAP_dot_EPR_31"")(error ""line 1507081 column 347: unknown constant TPAP_dot_EPR_32"")(error ""line 1507082 column 347: unknown constant TPAP_dot_EPR_33"")(error ""line 1507083 column 347: unknown constant TPAP_dot_EPR_34"")(error ""line 1507084 column 347: unknown constant TPAP_dot_EPR_35"")(error ""line 1507085 column 347: unknown constant TPAP_dot_EPR_36"")(error ""line 1507086 column 347: unknown constant TPAP_dot_EPR_37"")(error ""line 1507087 column 347: unknown constant TPAP_dot_EPR_38"")(error ""line 1507088 column 347: unknown constant TPAP_dot_EPR_39"")(error ""line 1507089 column 347: unknown constant TPAP_dot_EPR_40"")(error ""line 1507090 column 347: unknown constant TPAP_dot_EPR_41"")(error ""line 1507091 column 347: unknown constant TPAP_dot_EPR_42"")(error ""line 1507092 column 347: unknown constant TPAP_dot_EPR_43"")(error ""line 1507093 column 347: unknown constant TPAP_dot_EPR_44"")(error ""line 1507094 column 347: unknown constant TPAP_dot_EPR_45"")(error ""line 1507095 column 347: unknown constant TPAP_dot_EPR_46"")(error ""line 1507096 column 347: unknown constant TPAP_dot_EPR_47"")(error ""line 1507097 column 347: unknown constant TPAP_dot_EPR_48"")(error ""line 1507098 column 347: unknown constant TPAP_dot_EPR_49"")(error ""line 1507099 column 347: unknown constant TPAP_dot_EPR_50"")(error ""line 1507100 column 347: unknown constant TPAP_dot_EPR_51"")(error ""line 1507101 column 347: unknown constant TPAP_dot_EPR_52"")(error ""line 1507102 column 347: unknown constant TPAP_dot_EPR_53"")(error ""line 1507103 column 347: unknown constant TPAP_dot_EPR_54"")(error ""line 1507104 column 347: unknown constant TPAP_dot_EPR_55"")(error ""line 1507105 column 347: unknown constant TPAP_dot_EPR_56"")(error ""line 1507106 column 347: unknown constant TPAP_dot_EPR_57"")(error ""line 1507107 column 347: unknown constant TPAP_dot_EPR_58"")(error ""line 1507108 column 347: unknown constant TPAP_dot_EPR_59"")(error ""line 1507109 column 347: unknown constant TPAP_dot_EPR_60"")(error ""line 1507110 column 347: unknown constant TPAP_dot_EPR_61"")(error ""line 1507111 column 347: unknown constant TPAP_dot_EPR_62"")(error ""line 1507112 column 347: unknown constant TPAP_dot_EPR_63"")(error ""line 1507113 column 347: unknown constant TPAP_dot_EPR_64"")(error ""line 1507114 column 347: unknown constant TPAP_dot_EPR_65"")(error ""line 1507115 column 347: unknown constant TPAP_dot_EPR_66"")(error ""line 1507116 column 347: unknown constant TPAP_dot_EPR_67"")(error ""line 1507117 column 347: unknown constant TPAP_dot_EPR_68"")(error ""line 1507118 column 347: unknown constant TPAP_dot_EPR_69"")(error ""line 1507119 column 347: unknown constant TPAP_dot_EPR_70"")(error ""line 1507120 column 347: unknown constant TPAP_dot_EPR_71"")(error ""line 1507121 column 347: unknown constant TPAP_dot_EPR_72"")(error ""line 1507122 column 347: unknown constant TPAP_dot_EPR_73"")(error ""line 1507123 column 347: unknown constant TPAP_dot_EPR_74"")(error ""line 1507124 column 347: unknown constant TPAP_dot_EPR_75"")(error ""line 1507125 column 347: unknown constant TPAP_dot_EPR_76"")(error ""line 1507126 column 347: unknown constant TPAP_dot_EPR_77"")(error ""line 1507127 column 347: unknown constant TPAP_dot_EPR_78"")(error ""line 1507128 column 347: unknown constant TPAP_dot_EPR_79"")(error ""line 1507129 column 347: unknown constant TPAP_dot_EPR_80"")(error ""line 1507130 column 347: unknown constant TPAP_dot_EPR_81"")(error ""line 1507131 column 347: unknown constant TPAP_dot_EPR_82"")(error ""line 1507132 column 347: unknown constant TPAP_dot_EPR_83"")(error ""line 1507133 column 347: unknown constant TPAP_dot_EPR_84"")(error ""line 1507134 column 347: unknown constant TPAP_dot_EPR_85"")(error ""line 1507135 column 347: unknown constant TPAP_dot_EPR_86"")(error ""line 1507136 column 347: unknown constant TPAP_dot_EPR_87"")(error ""line 1507137 column 347: unknown constant TPAP_dot_EPR_88"")(error ""line 1507138 column 347: unknown constant TPAP_dot_EPR_89"")(error ""line 1507139 column 347: unknown constant TPAP_dot_EPR_90"")(error ""line 1507140 column 347: unknown constant TPAP_dot_EPR_91"")(error ""line 1507141 column 347: unknown constant TPAP_dot_EPR_92"")(error ""line 1507142 column 347: unknown constant TPAP_dot_EPR_93"")(error ""line 1507143 column 347: unknown constant TPAP_dot_EPR_94"")(error ""line 1507144 column 347: unknown constant TPAP_dot_EPR_95"")(error ""line 1507145 column 347: unknown constant TPAP_dot_EPR_96"")(error ""line 1507146 column 347: unknown constant TPAP_dot_EPR_97"")(error ""line 1507147 column 347: unknown constant TPAP_dot_EPR_98"")(error ""line 1507148 column 349: unknown constant TPAP_dot_EPR_99"")sat",N/A => Expected predicate keys to be pre-included in a dictionary.,yes,yes,yes,N/A => Expected predicate keys to be pre-included in a dictionary.,0,yes,yes,yes
2_2_24_ProceedDuringEPR_group22,Theorem,Theorem,yes,18.822482,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0680678,yes,yes,yes
2_2_24_ProceedDuringEPR_group23,Theorem,CounterSatisfiable,no,18.8726448,CounterSatisfiable,"(error ""line 32741 column 257: unknown constant TPYM_dot_EPR_0"")sat","(error ""line 38710 column 257: unknown constant TPYM_dot_EPR_0"")(error ""line 38711 column 257: unknown constant TPYM_dot_EPR_1"")sat",no,"(error ""line 1507049 column 268: unknown constant TPYM_dot_EPR_0"")(error ""line 1507050 column 268: unknown constant TPYM_dot_EPR_1"")(error ""line 1507051 column 268: unknown constant TPYM_dot_EPR_2"")(error ""line 1507052 column 268: unknown constant TPYM_dot_EPR_3"")(error ""line 1507053 column 268: unknown constant TPYM_dot_EPR_4"")(error ""line 1507054 column 268: unknown constant TPYM_dot_EPR_5"")(error ""line 1507055 column 268: unknown constant TPYM_dot_EPR_6"")(error ""line 1507056 column 268: unknown constant TPYM_dot_EPR_7"")(error ""line 1507057 column 268: unknown constant TPYM_dot_EPR_8"")(error ""line 1507058 column 269: unknown constant TPYM_dot_EPR_9"")(error ""line 1507059 column 277: unknown constant TPYM_dot_EPR_10"")(error ""line 1507060 column 277: unknown constant TPYM_dot_EPR_11"")(error ""line 1507061 column 277: unknown constant TPYM_dot_EPR_12"")(error ""line 1507062 column 277: unknown constant TPYM_dot_EPR_13"")(error ""line 1507063 column 277: unknown constant TPYM_dot_EPR_14"")(error ""line 1507064 column 277: unknown constant TPYM_dot_EPR_15"")(error ""line 1507065 column 277: unknown constant TPYM_dot_EPR_16"")(error ""line 1507066 column 277: unknown constant TPYM_dot_EPR_17"")(error ""line 1507067 column 277: unknown constant TPYM_dot_EPR_18"")(error ""line 1507068 column 277: unknown constant TPYM_dot_EPR_19"")(error ""line 1507069 column 277: unknown constant TPYM_dot_EPR_20"")(error ""line 1507070 column 277: unknown constant TPYM_dot_EPR_21"")(error ""line 1507071 column 277: unknown constant TPYM_dot_EPR_22"")(error ""line 1507072 column 277: unknown constant TPYM_dot_EPR_23"")(error ""line 1507073 column 277: unknown constant TPYM_dot_EPR_24"")(error ""line 1507074 column 277: unknown constant TPYM_dot_EPR_25"")(error ""line 1507075 column 277: unknown constant TPYM_dot_EPR_26"")(error ""line 1507076 column 277: unknown constant TPYM_dot_EPR_27"")(error ""line 1507077 column 277: unknown constant TPYM_dot_EPR_28"")(error ""line 1507078 column 277: unknown constant TPYM_dot_EPR_29"")(error ""line 1507079 column 277: unknown constant TPYM_dot_EPR_30"")(error ""line 1507080 column 277: unknown constant TPYM_dot_EPR_31"")(error ""line 1507081 column 277: unknown constant TPYM_dot_EPR_32"")(error ""line 1507082 column 277: unknown constant TPYM_dot_EPR_33"")(error ""line 1507083 column 277: unknown constant TPYM_dot_EPR_34"")(error ""line 1507084 column 277: unknown constant TPYM_dot_EPR_35"")(error ""line 1507085 column 277: unknown constant TPYM_dot_EPR_36"")(error ""line 1507086 column 277: unknown constant TPYM_dot_EPR_37"")(error ""line 1507087 column 277: unknown constant TPYM_dot_EPR_38"")(error ""line 1507088 column 277: unknown constant TPYM_dot_EPR_39"")(error ""line 1507089 column 277: unknown constant TPYM_dot_EPR_40"")(error ""line 1507090 column 277: unknown constant TPYM_dot_EPR_41"")(error ""line 1507091 column 277: unknown constant TPYM_dot_EPR_42"")(error ""line 1507092 column 277: unknown constant TPYM_dot_EPR_43"")(error ""line 1507093 column 277: unknown constant TPYM_dot_EPR_44"")(error ""line 1507094 column 277: unknown constant TPYM_dot_EPR_45"")(error ""line 1507095 column 277: unknown constant TPYM_dot_EPR_46"")(error ""line 1507096 column 277: unknown constant TPYM_dot_EPR_47"")(error ""line 1507097 column 277: unknown constant TPYM_dot_EPR_48"")(error ""line 1507098 column 277: unknown constant TPYM_dot_EPR_49"")(error ""line 1507099 column 277: unknown constant TPYM_dot_EPR_50"")(error ""line 1507100 column 277: unknown constant TPYM_dot_EPR_51"")(error ""line 1507101 column 277: unknown constant TPYM_dot_EPR_52"")(error ""line 1507102 column 277: unknown constant TPYM_dot_EPR_53"")(error ""line 1507103 column 277: unknown constant TPYM_dot_EPR_54"")(error ""line 1507104 column 277: unknown constant TPYM_dot_EPR_55"")(error ""line 1507105 column 277: unknown constant TPYM_dot_EPR_56"")(error ""line 1507106 column 277: unknown constant TPYM_dot_EPR_57"")(error ""line 1507107 column 277: unknown constant TPYM_dot_EPR_58"")(error ""line 1507108 column 277: unknown constant TPYM_dot_EPR_59"")(error ""line 1507109 column 277: unknown constant TPYM_dot_EPR_60"")(error ""line 1507110 column 277: unknown constant TPYM_dot_EPR_61"")(error ""line 1507111 column 277: unknown constant TPYM_dot_EPR_62"")(error ""line 1507112 column 277: unknown constant TPYM_dot_EPR_63"")(error ""line 1507113 column 277: unknown constant TPYM_dot_EPR_64"")(error ""line 1507114 column 277: unknown constant TPYM_dot_EPR_65"")(error ""line 1507115 column 277: unknown constant TPYM_dot_EPR_66"")(error ""line 1507116 column 277: unknown constant TPYM_dot_EPR_67"")(error ""line 1507117 column 277: unknown constant TPYM_dot_EPR_68"")(error ""line 1507118 column 277: unknown constant TPYM_dot_EPR_69"")(error ""line 1507119 column 277: unknown constant TPYM_dot_EPR_70"")(error ""line 1507120 column 277: unknown constant TPYM_dot_EPR_71"")(error ""line 1507121 column 277: unknown constant TPYM_dot_EPR_72"")(error ""line 1507122 column 277: unknown constant TPYM_dot_EPR_73"")(error ""line 1507123 column 277: unknown constant TPYM_dot_EPR_74"")(error ""line 1507124 column 277: unknown constant TPYM_dot_EPR_75"")(error ""line 1507125 column 277: unknown constant TPYM_dot_EPR_76"")(error ""line 1507126 column 277: unknown constant TPYM_dot_EPR_77"")(error ""line 1507127 column 277: unknown constant TPYM_dot_EPR_78"")(error ""line 1507128 column 277: unknown constant TPYM_dot_EPR_79"")(error ""line 1507129 column 277: unknown constant TPYM_dot_EPR_80"")(error ""line 1507130 column 277: unknown constant TPYM_dot_EPR_81"")(error ""line 1507131 column 277: unknown constant TPYM_dot_EPR_82"")(error ""line 1507132 column 277: unknown constant TPYM_dot_EPR_83"")(error ""line 1507133 column 277: unknown constant TPYM_dot_EPR_84"")(error ""line 1507134 column 277: unknown constant TPYM_dot_EPR_85"")(error ""line 1507135 column 277: unknown constant TPYM_dot_EPR_86"")(error ""line 1507136 column 277: unknown constant TPYM_dot_EPR_87"")(error ""line 1507137 column 277: unknown constant TPYM_dot_EPR_88"")(error ""line 1507138 column 277: unknown constant TPYM_dot_EPR_89"")(error ""line 1507139 column 277: unknown constant TPYM_dot_EPR_90"")(error ""line 1507140 column 277: unknown constant TPYM_dot_EPR_91"")(error ""line 1507141 column 277: unknown constant TPYM_dot_EPR_92"")(error ""line 1507142 column 277: unknown constant TPYM_dot_EPR_93"")(error ""line 1507143 column 277: unknown constant TPYM_dot_EPR_94"")(error ""line 1507144 column 277: unknown constant TPYM_dot_EPR_95"")(error ""line 1507145 column 277: unknown constant TPYM_dot_EPR_96"")(error ""line 1507146 column 277: unknown constant TPYM_dot_EPR_97"")(error ""line 1507147 column 277: unknown constant TPYM_dot_EPR_98"")(error ""line 1507148 column 278: unknown constant TPYM_dot_EPR_99"")sat",N/A => Expected predicate keys to be pre-included in a dictionary.,yes,yes,yes,N/A => Expected predicate keys to be pre-included in a dictionary.,0,yes,yes,yes
2_2_24_ProceedDuringEPR_group24,Theorem,Theorem,yes,18.7108008,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0666317,yes,yes,yes
2_2_24_ProceedDuringEPR_group25,Theorem,Theorem,yes,18.9841961,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0664669,yes,yes,yes
2_2_24_ProceedDuringEPR_group26,Theorem,Theorem,yes,18.6780439,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0691285,yes,yes,yes
2_2_24_ProceedDuringEPR_group27,Theorem,Theorem,yes,18.6619336,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0711335,yes,yes,yes
2_2_24_ProceedDuringEPR_group3,Theorem,Theorem,yes,18.6899978,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0675709,yes,yes,yes
2_2_24_ProceedDuringEPR_group4,Theorem,CounterSatisfiable,no,18.7671071,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0707363,yes,yes,yes
2_2_24_ProceedDuringEPR_group5,Theorem,CounterSatisfiable,no,18.8482538,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0684632,yes,yes,yes
2_2_24_ProceedDuringEPR_group6,Theorem,CounterSatisfiable,no,18.7588435,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.063939,yes,yes,yes
2_2_24_ProceedDuringEPR_group7,Theorem,Theorem,yes,18.7985426,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0652089,yes,yes,yes
2_2_24_ProceedDuringEPR_group8,Theorem,CounterSatisfiable,no,18.7171456,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0665373,yes,yes,yes
2_2_24_ProceedDuringEPR_group9,Theorem,CounterSatisfiable,no,18.9304889,CounterSatisfiable,"(error ""line 32741 column 257: unknown constant TPAP_dot_EPR_0"")sat","(error ""line 38710 column 257: unknown constant TPAP_dot_EPR_0"")(error ""line 38711 column 257: unknown constant TPAP_dot_EPR_1"")sat",no,"(error ""line 1507049 column 268: unknown constant TPAP_dot_EPR_0"")(error ""line 1507050 column 268: unknown constant TPAP_dot_EPR_1"")(error ""line 1507051 column 268: unknown constant TPAP_dot_EPR_2"")(error ""line 1507052 column 268: unknown constant TPAP_dot_EPR_3"")(error ""line 1507053 column 268: unknown constant TPAP_dot_EPR_4"")(error ""line 1507054 column 268: unknown constant TPAP_dot_EPR_5"")(error ""line 1507055 column 268: unknown constant TPAP_dot_EPR_6"")(error ""line 1507056 column 268: unknown constant TPAP_dot_EPR_7"")(error ""line 1507057 column 268: unknown constant TPAP_dot_EPR_8"")(error ""line 1507058 column 269: unknown constant TPAP_dot_EPR_9"")(error ""line 1507059 column 277: unknown constant TPAP_dot_EPR_10"")(error ""line 1507060 column 277: unknown constant TPAP_dot_EPR_11"")(error ""line 1507061 column 277: unknown constant TPAP_dot_EPR_12"")(error ""line 1507062 column 277: unknown constant TPAP_dot_EPR_13"")(error ""line 1507063 column 277: unknown constant TPAP_dot_EPR_14"")(error ""line 1507064 column 277: unknown constant TPAP_dot_EPR_15"")(error ""line 1507065 column 277: unknown constant TPAP_dot_EPR_16"")(error ""line 1507066 column 277: unknown constant TPAP_dot_EPR_17"")(error ""line 1507067 column 277: unknown constant TPAP_dot_EPR_18"")(error ""line 1507068 column 277: unknown constant TPAP_dot_EPR_19"")(error ""line 1507069 column 277: unknown constant TPAP_dot_EPR_20"")(error ""line 1507070 column 277: unknown constant TPAP_dot_EPR_21"")(error ""line 1507071 column 277: unknown constant TPAP_dot_EPR_22"")(error ""line 1507072 column 277: unknown constant TPAP_dot_EPR_23"")(error ""line 1507073 column 277: unknown constant TPAP_dot_EPR_24"")(error ""line 1507074 column 277: unknown constant TPAP_dot_EPR_25"")(error ""line 1507075 column 277: unknown constant TPAP_dot_EPR_26"")(error ""line 1507076 column 277: unknown constant TPAP_dot_EPR_27"")(error ""line 1507077 column 277: unknown constant TPAP_dot_EPR_28"")(error ""line 1507078 column 277: unknown constant TPAP_dot_EPR_29"")(error ""line 1507079 column 277: unknown constant TPAP_dot_EPR_30"")(error ""line 1507080 column 277: unknown constant TPAP_dot_EPR_31"")(error ""line 1507081 column 277: unknown constant TPAP_dot_EPR_32"")(error ""line 1507082 column 277: unknown constant TPAP_dot_EPR_33"")(error ""line 1507083 column 277: unknown constant TPAP_dot_EPR_34"")(error ""line 1507084 column 277: unknown constant TPAP_dot_EPR_35"")(error ""line 1507085 column 277: unknown constant TPAP_dot_EPR_36"")(error ""line 1507086 column 277: unknown constant TPAP_dot_EPR_37"")(error ""line 1507087 column 277: unknown constant TPAP_dot_EPR_38"")(error ""line 1507088 column 277: unknown constant TPAP_dot_EPR_39"")(error ""line 1507089 column 277: unknown constant TPAP_dot_EPR_40"")(error ""line 1507090 column 277: unknown constant TPAP_dot_EPR_41"")(error ""line 1507091 column 277: unknown constant TPAP_dot_EPR_42"")(error ""line 1507092 column 277: unknown constant TPAP_dot_EPR_43"")(error ""line 1507093 column 277: unknown constant TPAP_dot_EPR_44"")(error ""line 1507094 column 277: unknown constant TPAP_dot_EPR_45"")(error ""line 1507095 column 277: unknown constant TPAP_dot_EPR_46"")(error ""line 1507096 column 277: unknown constant TPAP_dot_EPR_47"")(error ""line 1507097 column 277: unknown constant TPAP_dot_EPR_48"")(error ""line 1507098 column 277: unknown constant TPAP_dot_EPR_49"")(error ""line 1507099 column 277: unknown constant TPAP_dot_EPR_50"")(error ""line 1507100 column 277: unknown constant TPAP_dot_EPR_51"")(error ""line 1507101 column 277: unknown constant TPAP_dot_EPR_52"")(error ""line 1507102 column 277: unknown constant TPAP_dot_EPR_53"")(error ""line 1507103 column 277: unknown constant TPAP_dot_EPR_54"")(error ""line 1507104 column 277: unknown constant TPAP_dot_EPR_55"")(error ""line 1507105 column 277: unknown constant TPAP_dot_EPR_56"")(error ""line 1507106 column 277: unknown constant TPAP_dot_EPR_57"")(error ""line 1507107 column 277: unknown constant TPAP_dot_EPR_58"")(error ""line 1507108 column 277: unknown constant TPAP_dot_EPR_59"")(error ""line 1507109 column 277: unknown constant TPAP_dot_EPR_60"")(error ""line 1507110 column 277: unknown constant TPAP_dot_EPR_61"")(error ""line 1507111 column 277: unknown constant TPAP_dot_EPR_62"")(error ""line 1507112 column 277: unknown constant TPAP_dot_EPR_63"")(error ""line 1507113 column 277: unknown constant TPAP_dot_EPR_64"")(error ""line 1507114 column 277: unknown constant TPAP_dot_EPR_65"")(error ""line 1507115 column 277: unknown constant TPAP_dot_EPR_66"")(error ""line 1507116 column 277: unknown constant TPAP_dot_EPR_67"")(error ""line 1507117 column 277: unknown constant TPAP_dot_EPR_68"")(error ""line 1507118 column 277: unknown constant TPAP_dot_EPR_69"")(error ""line 1507119 column 277: unknown constant TPAP_dot_EPR_70"")(error ""line 1507120 column 277: unknown constant TPAP_dot_EPR_71"")(error ""line 1507121 column 277: unknown constant TPAP_dot_EPR_72"")(error ""line 1507122 column 277: unknown constant TPAP_dot_EPR_73"")(error ""line 1507123 column 277: unknown constant TPAP_dot_EPR_74"")(error ""line 1507124 column 277: unknown constant TPAP_dot_EPR_75"")(error ""line 1507125 column 277: unknown constant TPAP_dot_EPR_76"")(error ""line 1507126 column 277: unknown constant TPAP_dot_EPR_77"")(error ""line 1507127 column 277: unknown constant TPAP_dot_EPR_78"")(error ""line 1507128 column 277: unknown constant TPAP_dot_EPR_79"")(error ""line 1507129 column 277: unknown constant TPAP_dot_EPR_80"")(error ""line 1507130 column 277: unknown constant TPAP_dot_EPR_81"")(error ""line 1507131 column 277: unknown constant TPAP_dot_EPR_82"")(error ""line 1507132 column 277: unknown constant TPAP_dot_EPR_83"")(error ""line 1507133 column 277: unknown constant TPAP_dot_EPR_84"")(error ""line 1507134 column 277: unknown constant TPAP_dot_EPR_85"")(error ""line 1507135 column 277: unknown constant TPAP_dot_EPR_86"")(error ""line 1507136 column 277: unknown constant TPAP_dot_EPR_87"")(error ""line 1507137 column 277: unknown constant TPAP_dot_EPR_88"")(error ""line 1507138 column 277: unknown constant TPAP_dot_EPR_89"")(error ""line 1507139 column 277: unknown constant TPAP_dot_EPR_90"")(error ""line 1507140 column 277: unknown constant TPAP_dot_EPR_91"")(error ""line 1507141 column 277: unknown constant TPAP_dot_EPR_92"")(error ""line 1507142 column 277: unknown constant TPAP_dot_EPR_93"")(error ""line 1507143 column 277: unknown constant TPAP_dot_EPR_94"")(error ""line 1507144 column 277: unknown constant TPAP_dot_EPR_95"")(error ""line 1507145 column 277: unknown constant TPAP_dot_EPR_96"")(error ""line 1507146 column 277: unknown constant TPAP_dot_EPR_97"")(error ""line 1507147 column 277: unknown constant TPAP_dot_EPR_98"")(error ""line 1507148 column 278: unknown constant TPAP_dot_EPR_99"")sat",N/A => Expected predicate keys to be pre-included in a dictionary.,yes,yes,yes,N/A => Expected predicate keys to be pre-included in a dictionary.,0,yes,yes,yes
2_2_25_ProceedDuringSTR_group0,Theorem,CounterSatisfiable,no,18.9553219,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0586682,yes,yes,yes
2_2_25_ProceedDuringSTR_group1,Theorem,CounterSatisfiable,no,18.7670296,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0664523,yes,yes,yes
2_2_25_ProceedDuringSTR_group10,Theorem,CounterSatisfiable,no,18.8619848,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0662643,yes,yes,yes
2_2_25_ProceedDuringSTR_group11,Theorem,CounterSatisfiable,no,18.7326487,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0666876,yes,yes,yes
2_2_25_ProceedDuringSTR_group12,Theorem,CounterSatisfiable,no,19.0987467,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0652202,yes,yes,yes
2_2_25_ProceedDuringSTR_group13,Theorem,CounterSatisfiable,no,18.744518,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0658293,yes,yes,yes
2_2_25_ProceedDuringSTR_group14,Theorem,CounterSatisfiable,no,18.7166971,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0685332,yes,yes,yes
2_2_25_ProceedDuringSTR_group15,Theorem,CounterSatisfiable,no,18.9125826,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0648753,yes,yes,yes
